;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
;;gezogen;41;32;44;39;31;7;ZZ;17;4er;4.885;à;52,80;3er + ZZ;7.851;à;14,80;3er;82.898;à;5,60;ZZ;286.988;à;1,20;;;;;;
So;30.11.;aufsteigend;1;8;28;33;34;42;ZZ;40;6er;1;à;3.350.408,70;5er + ZZ;3;à;64.534,80;5er;184;à;1.147,80;4er + ZZ;376;à;168,50;;;;;;
;;gezogen;42;8;33;34;28;1;ZZ;40;4er;7.747;à;45,40;3er + ZZ;9.689;à;16,30;3er;122.194;à;5,20;ZZ;353.513;à;1,20;;;;;;
Mi;03.12.;aufsteigend;10;23;30;37;41;42;ZZ;32;6er;JP;à;785.361,50;5er + ZZ;1;à;107.987,20;5er;69;à;1.707,30;4er + ZZ;199;à;177,50;;;;;;
;;gezogen;41;30;23;37;42;10;ZZ;32;4er;3.630;à;54,00;3er + ZZ;5.061;à;17,40;3er;60.842;à;5,80;ZZ;191.495;à;1,20;;;;;;
So;07.12.;aufsteigend;1;2;4;6;24;25;ZZ;45;6er;1;à;2.010.898,80;5er + ZZ;5;à;33.702,20;5er;203;à;905,50;4er + ZZ;398;à;138,50;;;;;;
;;gezogen;4;25;6;1;24;2;ZZ;45;4er;9.836;à;31,10;3er + ZZ;9.112;à;15,10;3er;116.456;à;4,70;ZZ;307.685;à;1,20;;;;;;
Mi;10.12.;aufsteigend;4;5;13;32;40;41;ZZ;28;6er;JP;;741.198,30;5er + ZZ;JP;;101.914,70;5er;81;à;1.372,50;4er + ZZ;236;à;141,30;;;;;;
;;gezogen;32;4;40;41;5;13;ZZ;28;4er;3.699;à;50,00;3er + ZZ;5.643;à;14,70;3er;61.453;à;5,40;ZZ;197.515;à;1,20;;;;;;
So;14.12.;aufsteigend;3;13;32;35;40;44;ZZ;4;6er;2JP;à;1.972.944,20;5er + ZZ;11;à;24.661,80;5er;159;à;1.162,00;4er + ZZ;324;à;171,00;;;;;;
;;gezogen;40;32;44;35;3;13;ZZ;4;4er;6.689;à;46,00;3er + ZZ;8.356;à;16,50;3er;105.256;à;5,20;ZZ;355.631;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
Mi;17.12.;aufsteigend;15;19;23;24;26;45;ZZ;9;6er;3JP ;à;3.288.200,60;5er + ZZ;5;à;36.169,50;5er;146;à;1.351,20;4er + ZZ;388;à;152,50;;;;;;
;;gezogen;24;45;19;26;15;23;ZZ;9;4er;6.651;à;49,40;3er + ZZ;10.471;à;14,10;3er;111.762;à;5,30;ZZ;374.646;à;1,20;;;;;;
So;21.12.;aufsteigend;4;11;17;35;38;45;ZZ;23;6er;4JP;à;5.071.207,20;5er + ZZ;6;à;40.860,50;5er;212;à;1.261,50;4er + ZZ;549;à;146,10;;;;;;
;;gezogen;4;38;35;17;11;45;ZZ;23;4er;9.589;à;46,40;3er + ZZ;13.484;à;14,80;3er;155.674;à;5,10;ZZ;463.756;à;1,20;;;;;;
Mi;24.12.;aufsteigend;3;4;5;12;29;42;ZZ;1;6er;5JP;à;7.503.681,30;5er + ZZ;4;à;83.616,20;5er;248;à;1.471,20;4er + ZZ;830;à;131,80;;;;;;
;;gezogen;4;3;12;29;42;5;ZZ;1;4er;13.903;à;43,70;3er + ZZ;22.318;à;12,20;3er;226.301;à;4,80;ZZ;612.401;à;1,20;;;;;;
So;28.12.;aufsteigend;1;3;8;21;24;31;ZZ;27;6er;2;à;4.948.360,30;5er + ZZ;8;à;41.130,30;5er;347;à;1.034,40;4er + ZZ;766;à;140,50;;;;;;
;;gezogen;8;24;3;21;31;1;ZZ;27;4er;14.026;à;42,60;3er + ZZ;19.175;à;14,00;3er;220.280;à;4,90;ZZ;670.208;à;1,20;;;;;;
Mi;31.12.;aufsteigend;4;7;16;20;22;44;ZZ;11;6er;JP;à;1.117.423,10;5er + ZZ;4;à;38.411,40;5er;137;à;1.223,40;4er + ZZ;426;à;118,00;;;;;;
;;gezogen;20;22;4;44;16;7;ZZ;11;4er;6.353;à;43,90;3er + ZZ;10.078;à;12,40;3er;102.197;à;4,90;ZZ;305.233;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
So;04.01.;aufsteigend;5;18;31;34;42;45;ZZ;9;6er;2JP;;2.336.713,30;5er + ZZ;3;à;55.884,10;5er;117;à;1.563,10;4er + ZZ;365;à;150,30;;;;;;
;;gezogen;42;18;5;31;34;45;ZZ;9;4er;5.698;à;53,40;3er + ZZ;8.684;à;15,70;3er;95.113;à;5,80;ZZ;371.784;à;1,20;;;;;;
Mi;07.01.;aufsteigend;1;17;22;28;37;42;ZZ;16;6er;3JP; ;3.653.984,00;5er + ZZ;4;à;45.281,10;5er;139;à;1.421,50;4er + ZZ;348;à;170,30;;;;;;
;;gezogen;1;28;17;22;42;37;ZZ;16;4er;6.610;à;49,80;3er + ZZ;8.490;à;17,40;3er;109.527;à;5,40;ZZ;354.151;à;1,20;;;;;;
So;11.01.;aufsteigend;2;8;13;16;25;39;ZZ;38;6er;3;à;1.815.381,60;5er + ZZ;5;à;49.284,40;5er;168;à;1.600,10;4er + ZZ;633;à;127,40;;;;;;
;;gezogen;13;2;8;16;25;39;ZZ;38;4er;10.051;à;44,50;3er + ZZ;11.991;à;16,80;3er;160.773;à;5,00;ZZ;441.387;à;1,20;;;;;;
Mi;14.01.;aufsteigend;9;13;24;28;33;40;ZZ;18;6er;JP; ;856.535,30;5er + ZZ;4;à;29.443,40;5er;111;à;1.157,40;4er + ZZ;264;à;146,00;;;;;;
;;gezogen;33;40;24;28;13;9;ZZ;18;4er;4.938;à;43,30;3er + ZZ;6.145;à;15,60;3er;77.825;à;4,90;ZZ;204.571;à;1,20;;;;;;
So;18.01.;aufsteigend;10;13;26;28;36;44;ZZ;33;6er;2JP; ;2.147.676,90;5er + ZZ;3;à;59.177,30;5er;159;à;1.218,00;4er + ZZ;365;à;159,10;;;;;;
;;gezogen;44;13;36;26;28;10;ZZ;33;4er;7.171;à;45,00;3er + ZZ;9.652;à;15,00;3er;113.116;à;5,10;ZZ;337.554;à;1,20;;;;;;
Mi;21.01.;aufsteigend;6;10;11;12;17;21;ZZ;23;6er;3JP;;3.479.318,20;5er + ZZ;10;à;18.310,00;5er;218;à;916,20;4er + ZZ;468;à;128,00;;;;;;
;;gezogen;17;10;21;6;12;11;ZZ;23;4er;9.529;à;34,90;3er + ZZ;11.590;à;12,90;3er;139.120;à;4,30;ZZ;332.543;à;1,20;;;;;;
So;25.01.;aufsteigend;14;31;34;36;41;42;ZZ;21;6er;4JP;;5.244.729,60;5er + ZZ;4;à;60.686,00;5er;170;à;1.557,70;4er + ZZ;479;à;165,80;;;;;;
;;gezogen;36;41;34;14;42;31;ZZ;21;4er;8.362;à;52,70;3er + ZZ;12.047;à;16,40;3er;138.496;à;5,70;ZZ;499.497;à;1,20;;;;;;
Mi;28.01.;aufsteigend;8;10;12;21;26;36;ZZ;43;6er;3;à;2.477.620,10;5er + ZZ;8;à;37.608,40;5er;299;à;1.097,70;4er + ZZ;690;à;142,70;;;;;;
;;gezogen;10;36;12;21;8;26;ZZ;43;4er;13.423;à;40,70;3er + ZZ;16.073;à;15,30;3er;209.020;à;4,70;ZZ;562.698;à;1,20;;;;;;
So;01.02.;aufsteigend;3;5;23;28;30;45;ZZ;35;6er;JP; ;988.875,50;5er + ZZ;2;à;67.985,10;5er;113;à;1.312,60;4er + ZZ;263;à;169,10;;;;;;
;;gezogen;3;45;30;23;5;28;ZZ;35;4er;5.812;à;42,50;3er + ZZ;7.009;à;15,80;3er;93.930;à;4,70;ZZ;233.235;à;1,20;;;;;;
Mi;04.02.;aufsteigend;10;17;19;27;28;30;ZZ;42;6er;2;à;1.072.726,00;5er + ZZ;JP; ;159.029,20;5er;162;à;1.070,90;4er + ZZ;348;à;149,50;;;;;;
;;gezogen;10;30;28;27;19;17;ZZ;42;4er;7.469;à;38,70;3er + ZZ;8.396;à;15,40;3er;114.512;à;4,50;ZZ;276.437;à;1,20;;;;;;
So;08.02.;aufsteigend;2;15;19;23;31;42;ZZ;24;6er;JP; ;986.086,20;5er + ZZ;1;à;294.616,10;5er;97;à;1.524,80;4er + ZZ;226;à;196,30;;;;;;
;;gezogen;2;42;19;23;15;31;ZZ;24;4er;4.976;à;49,50;3er + ZZ;6.364;à;17,40;3er;82.057;à;5,40;ZZ;255.333;à;1,20;;;;;;
Mi;11.02.;aufsteigend;8;12;18;19;35;37;ZZ;32;6er;2JP;;2.113.211,30;5er + ZZ;4;à;38.744,90;5er;115;à;1.470,10;4er + ZZ;313;à;162,00;;;;;;
;;gezogen;37;35;18;12;8;19;ZZ;32;4er;5.656;à;49,80;3er + ZZ;7.518;à;16,80;3er;93.760;à;5,40;ZZ;281.104;à;1,20;;;;;;
So ;15.02.;aufsteigend;5;9;14;26;36;38;ZZ;19;6er;1;à;3.585.579,60;5er + ZZ;4;à;50.612,60;5er;166;à;1.330,40;4er + ZZ;384;à;172,50;;;;;;
;;gezogen;14;9;36;5;26;38;ZZ;19;4er;8.311;à;44,20;3er + ZZ;11.012;à;15,00;3er;130.456;à;5,10;ZZ;392.581;à;1,20;;;;;;
Mi;18.02.;aufsteigend;9;12;14;20;25;27;ZZ;34;6er;JP;;779.299,30;5er + ZZ;JP;;107.153,60;5er;92;à;1.270,50;4er + ZZ;191;à;183,60;;;;;;
;;gezogen;25;9;27;12;14;20;ZZ;34;4er;4.463;à;43,60;3er + ZZ;5.390;à;16,20;3er;71.316;à;4,90;ZZ;183.636;à;1,20;;;;;;
So;22.02.;aufsteigend;2;13;16;17;20;22;ZZ;3;6er;1;à;2.011.181,30;5er + ZZ;2;à;138.268,70;5er;137;à;1.348,70;4er + ZZ;363;à;152,70;;;;;;
;;gezogen;2;22;13;17;20;16;ZZ;3;4er;6.218;à;49,50;3er + ZZ;9.659;à;14,30;3er;107.753;à;5,10;ZZ;349.820;à;1,20;;;;;;
Mi;25.02.;aufsteigend;2;5;12;18;22;44;ZZ;6;6er;JP;;790.187,70;5er + ZZ;3;à;36.216,90;5er;113;à;1.048,90;4er + ZZ;284;à;125,20;;;;;;
;;gezogen;18;44;12;5;2;22;ZZ;6;4er;4.761;à;41,40;3er + ZZ;7.278;à;12,20;3er;73.698;à;4,80;ZZ;216.469;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
So;01.03.;aufsteigend;4;5;8;18;26;42;ZZ;28;6er;1;à;2.065.533,00;5er + ZZ;6;à;29.226,60;5er;184;à;1.039,60;4er + ZZ;519;à;110,50;;;;;;
;;gezogen;26;8;18;5;42;4;ZZ;28;4er;7.784;à;40,90;3er + ZZ;11.519;à;12,40;3er;119.914;à;4,80;ZZ;335.193;à;1,20;;;;;;
Mi;04.03.;aufsteigend;4;20;22;28;32;38;ZZ;43;6er;JP;;783.341,10;5er + ZZ;1;à;107.709,40;5er;62;à;1.895,10;4er + ZZ;208;à;169,40;;;;;;
;;gezogen;20;28;22;38;32;4;ZZ;43;4er;4.045;à;48,40;3er + ZZ;5.077;à;17,30;3er;67.705;à;5,20;ZZ;205.240;à;1,20;;;;;;
So;08.03.;aufsteigend;6;13;16;31;43;44;ZZ;45;6er;2;à;998.582,30;5er + ZZ;12;à;13.908,30;5er;124;à;1.468,30;4er + ZZ;317;à;172,30;;;;;;
;;gezogen;31;13;6;44;16;43;ZZ;45;4er;5.918;à;51,20;3er + ZZ;8.215;à;16,60;3er;99.229;à;5,50;ZZ;312.466;à;1,20;;;;;;
Mi;11.03.;aufsteigend;3;5;6;14;17;39;ZZ;32;6er;JP;;783.268,10;5er + ZZ;2;à;53.849,60;5er;92;à;1.277,00;4er + ZZ;210;à;167,80;;;;;;
;;gezogen;14;6;17;3;5;39;ZZ;32;4er;5.307;à;36,80;3er + ZZ;5.460;à;16,10;3er;83.592;à;4,20;ZZ;182.038;à;1,20;;;;;;
So;15.03.;aufsteigend;2;7;10;33;35;38;ZZ;9;6er;2JP;à;2.018.141,70;5er + ZZ;3;à;56.598,30;5er;146;à;1.268,70;4er + ZZ;299;à;185,80;;;;;;
;;gezogen;7;33;35;2;38;10;ZZ;9;4er;6.509;à;47,40;3er + ZZ;9.180;à;15,10;3er;109.352;à;5,10;ZZ;355.670;à;1,20;;;;;;
Mi;18.03.;aufsteigend;7;10;18;21;32;45;ZZ;35;6er;4;à;812.588,70;5er + ZZ;8;à;21.178,60;5er;160;à;1.155,10;4er + ZZ;431;à;128,60;;;;;;
;;gezogen;10;7;18;21;45;32;ZZ;35;4er;6.951;à;44,30;3er + ZZ;9.082;à;15,20;3er;110.276;à;5,00;ZZ;293.502;à;1,20;;;;;;
So;22.03.;aufsteigend;3;4;11;27;28;45;ZZ;21;6er;1;à;1.000.000,00;5er + ZZ;3;à;41.143,10;5er;119;à;1.131,50;4er + ZZ;351;à;115,00;;;;;;
;;gezogen;28;11;3;45;27;4;ZZ;21;4er;5.980;à;37,50;3er + ZZ;8.232;à;12,20;3er;91.286;à;4,40;ZZ;226.994;à;1,20;;;;;;
Mi;25.03.;aufsteigend;2;14;17;30;33;41;ZZ;13;6er;1;à;1.000.000,00;5er + ZZ;1;à;100.574,50;5er;89;à;1.232,70;4er + ZZ;200;à;164,50;;;;;;
;;gezogen;2;41;30;33;17;14;ZZ;13;4er;4.043;à;45,20;3er + ZZ;5.077;à;16,20;3er;62.747;à;5,20;ZZ;198.107;à;1,20;;;;;;
So;29.03.;aufsteigend;4;14;18;20;28;33;ZZ;2;6er;JP; ;866.083,60;5er + ZZ;5;à;23.817,30;5er;101;à;1.286,20;4er + ZZ;265;à;147,00;;;;;;
;;gezogen;18;4;33;20;14;28;ZZ;2;4er;4.978;à;43,40;3er + ZZ;6.817;à;14,20;3er;78.357;à;5,00;ZZ;233.431;à;1,20;;;;;;
Mi;01.04.;aufsteigend;12;24;26;29;31;33;ZZ;39;6er;2JP;;1.864.221,90;5er + ZZ;2;à;68.622,00;5er;95;à;1.576,00;4er + ZZ;255;à;176,10;;;;;;
;;gezogen;31;12;29;33;24;26;ZZ;39;4er;4.950;à;50,40;3er + ZZ;6.855;à;16,30;3er;85.642;à;5,20;ZZ;252.326;à;1,20;;;;;;
So;05.04.;aufsteigend;7;10;16;21;23;28;ZZ;18;6er;1;à;3.309.743,20;5er + ZZ;4;à;49.689,70;5er;195;à;1.111,90;4er + ZZ;530;à;122,70;;;;;;
;;gezogen;7;16;23;21;28;10;ZZ;18;4er;9.427;à;38,30;3er + ZZ;11.276;à;14,40;3er;146.394;à;4,40;ZZ;354.483;à;1,20;;;;;;
Mi;08.04.;aufsteigend;1;2;4;5;13;22;ZZ;30;6er;1;à;1.000.000,00;5er + ZZ;3;à;32.612,80;5er;152;à;702,10;4er + ZZ;253;à;126,50;;;;;;
;;gezogen;22;13;2;1;5;4;ZZ;30;4er;6.943;à;25,60;3er + ZZ;5.751;à;13,90;3er;75.990;à;4,20;ZZ;169.837;à;1,20;;;;;;
So;12.04.;aufsteigend;17;26;29;30;43;44;ZZ;6;6er;JP;;883.204,70;5er + ZZ;3;à;40.480,20;5er;73;à;1.814,80;4er + ZZ;230;à;172,80;;;;;;
;;gezogen;44;43;17;29;30;26;ZZ;6;4er;4.554;à;48,40;3er + ZZ;6.278;à;15,80;3er;75.392;à;5,30;ZZ;256.742;à;1,20;;;;;;
Mi;15.04.;aufsteigend;4;5;13;26;38;43;ZZ;24;6er;2JP;;1.872.748,00;5er + ZZ;4;à;34.015,50;5er;110;à;1.349,30;4er + ZZ;300;à;148,40;;;;;;
;;gezogen;26;5;43;38;13;4;ZZ;24;4er;5.516;à;44,80;3er + ZZ;7.099;à;15,60;3er;89.175;à;5,00;ZZ;249.082;à;1,20;;;;;;
So;19.04.;aufsteigend;3;6;7;9;20;37;ZZ;30;6er;3JP; ;3.221.783,70;5er + ZZ;8;à;23.186,50;5er;157;à;1.288,80;4er + ZZ;433;à;140,20;;;;;;
;;gezogen;20;9;37;3;7;6;ZZ;30;4er;8.814;à;38,20;3er + ZZ;11.158;à;13,60;3er;134.894;à;4,50;ZZ;324.919;à;1,20;;;;;;
Mi;22.04.;aufsteigend;3;9;12;27;33;34;ZZ;39;6er;4JP;;4.698.078,30;5er + ZZ;8;à;25.373,80;5er;207;à;1.069,70;4er + ZZ;619;à;107,30;;;;;;
;;gezogen;3;33;27;12;34;9;ZZ;39;4er;9.683;à;38,10;3er + ZZ;12.754;à;13,00;3er;144.031;à;4,60;ZZ;368.051;à;1,20;;;;;;
So;26.04.;aufsteigend;6;13;29;34;35;40;ZZ;41;6er;5JP; ;6.727.498,50;5er + ZZ;1;à;279.045,20;5er;198;à;1.537,40;4er + ZZ;497;à;183,70;;;;;;
;;gezogen;35;6;34;29;40;13;ZZ;41;4er;9.612;à;52,70;3er + ZZ;13.113;à;17,40;3er;164.812;à;5,50;ZZ;506.925;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
Mi;29.04.;aufsteigend;12;17;26;27;29;39;ZZ;13;6er;3;à;3.334.522,10;5er + ZZ;10;à;45.045,90;5er;421;à;1.167,20;4er + ZZ;1.093;à;134,80;;;;;;
;;gezogen;39;12;17;27;26;29;ZZ;13;4er;20.656;à;39,60;3er + ZZ;26.908;à;13,60;3er;320.928;à;4,60;ZZ;842.784;à;1,20;;;;;;
So;03.05.;aufsteigend;1;8;13;27;37;42;ZZ;26;6er;JP;;889.275,00;5er + ZZ;JP;à;122.275,30;5er;108;à;1.235,10;4er + ZZ;230;à;173,90;;;;;;
;;gezogen;42;13;27;37;8;1;ZZ;26;4er;4.718;à;47,10;3er + ZZ;5.826;à;17,10;3er;78.144;à;5,10;ZZ;248.670;à;1,20;;;;;;
Mi;06.05.;aufsteigend;5;10;20;33;36;37;ZZ;41;6er;2JP;à;2.008.363,90;5er + ZZ;1;à;276.150,00;5er;170;à;987,40;4er + ZZ;319;à;157,80;;;;;;
;;gezogen;10;36;20;5;37;33;ZZ;41;4er;6.093;à;45,90;3er + ZZ;7.511;à;16,70;3er;97.315;à;5,20;ZZ;272.417;à;1,20;;;;;;
So;10.05.;aufsteigend;2;23;26;30;35;44;ZZ;41;6er;3JP;;3.459.933,00;5er + ZZ;6;à;33.265,10;5er;155;à;1.404,70;4er + ZZ;383;à;170,50;;;;;;
;;gezogen;44;26;2;23;35;30;ZZ;41;4er;7.258;à;49,90;3er + ZZ;9.677;à;16,80;3er;120.007;à;5,40;ZZ;359.705;à;1,20;;;;;;
Mi;13.05.;aufsteigend;1;2;20;23;40;45;ZZ;33;6er;1;à;5.052.523,50;5er + ZZ;3;à;72.994;5er;160;à;1.493,00;4er + ZZ;9.158;à;43,40;;;;;;
;;gezogen;40;45;2;23;20;1;ZZ;33;4er;9.158;à;43,40;3er + ZZ;12.164;à;14,70;3er;136.372;à;5,20;ZZ;424.869;à;1,20;;;;;;
So;17.05.;aufsteigend;4;5;12;15;35;43;ZZ;44;6er;JP; ;901.244,40;5er + ZZ;1;à;123.921,10;5er;62;à;2.180,40;4er + ZZ;204;à;198,80;;;;;;
;;gezogen;35;5;43;4;15;12;ZZ;44;4er;4.901;à;45,90;3er + ZZ;5.804;à;17,40;3er;83.243;à;4,80;ZZ;216.014;à;1,20;;;;;;
Mi;20.05.;aufsteigend;5;6;12;22;32;45;ZZ;9;6er;2;à;1.000.131,90;5er + ZZ;4;à;37.778,70;5er;147;à;1.121,40;4er + ZZ;525;à;94,20;;;;;;
;;gezogen;32;22;5;6;45;12;ZZ;9;4er;6.456;à;42,50;3er + ZZ;10.061;à;12,20;3er;101.432;à;4,90;ZZ;306.729;à;1,20;;;;;;
So;24.05.;aufsteigend;5;8;9;21;24;32;ZZ;2;6er;JP;;923.391,40;5er + ZZ;2;à;63.483,10;5er;146;à;948,60;4er + ZZ;371;à;112,00;;;;;;
;;gezogen;5;24;21;9;8;32;ZZ;2;4er;5.798;à;39,80;3er + ZZ;8.365;à;12,40;3er;92.839;à;4,50;ZZ;236.205;à;1,20;;;;;;
Mi;27.05.;aufsteigend;16;21;25;33;36;38;ZZ;13;6er;2JP;;1.915.609,50;5er + ZZ;JP;à;136.429,90;5er;108;à;1.378,00;4er + ZZ;265;à;168,40;;;;;;
;;gezogen;16;25;36;33;21;38;ZZ;13;4er;4.883;à;50,70;3er + ZZ;6.765;à;16,50;3er;80.893;à;5,50;ZZ;274.153;à;1,20;;;;;;
So;31.05.;aufsteigend;7;11;22;35;43;44;ZZ;10;6er;1;à;3.321.691,10;5er + ZZ;5;à;65.953,20;5er;162;à;1.301,90;4er + ZZ;410;à;154,30;;;;;;
;;gezogen;43;22;44;11;35;7;ZZ;10;4er;7.866;à;44,60;3er + ZZ;10.059;à;15,70;3er;124.052;à;5,10;ZZ;403.763;à;1,20;;;;;;
Mi;03.06.;aufsteigend;8;10;17;33;36;45;ZZ;38;6er;JP; ;834.267,00;5er + ZZ;3;à;38.237,20;5er;79;à;1.584,00;4er + ZZ;207;à;181,30;;;;;;
;;gezogen;33;45;17;36;10;8;ZZ;38;4er;4.904;à;42,50;3er + ZZ;5.799;à;16,10;3er;76.734;à;4,90;ZZ;190.615;à;1,20;;;;;;
So;07.06.;aufsteigend;1;4;8;12;23;24;ZZ;21;6er;1;à;1.884.252,30;5er + ZZ;5;à;28.874,50;5er;222;à;709,40;4er + ZZ;444;à;106,40;;;;;;
 ;;gezogen;8;4;1;23;24;12;ZZ;21;4er;8.201;à;32,00;3er + ZZ;9.434;à;12,50;3er;108.877;à;4,30;ZZ;285.004;à;1,20;;;;;;
Mi;10.06.;aufsteigend;5;9;19;24;34;43;ZZ;41;6er;JP;;747.520,50;5er + ZZ;3;à;34.261,30;5er;109;à;1.028,60;4er + ZZ;235;à;143,10;;;;;;
;;gezogen;5;19;43;34;24;9;ZZ;41;4er;4.611;à;40,50;3er + ZZ;5.161;à;16,20;3er;71.241;à;4,70;ZZ;176.309;à;1,20;;;;;;
So;14.06.;aufsteigend;18;27;28;33;37;42;ZZ;17;6er;2JP;;1.861.906,00;5er + ZZ;4;à;38.307,00;5er;106;à;1.576,90;4er + ZZ;343;à;146,20;;;;;;
;;gezogen;28;33;18;27;42;37;ZZ;17;4er;5.920;à;47,00;3er + ZZ;8.852;à;14,10;3er;92.829;à;5,40;ZZ;309.724;à;1,20;;;;;;
Mi;17.06.;aufsteigend;3;16;23;33;39;43;ZZ;32;6er;1;à;3.095.490,70;5er + ZZ;3;à;56.539,20;5er;231;à;801,00;4er + ZZ;386;à;143,80;;;;;;
;;gezogen;39;43;23;3;16;33;ZZ;32;4er;9.723;à;31,70;3er + ZZ;8.828;à;15,70;3er;118.765;à;4,70;ZZ;303.087;à;1,20;;;;;;
